19-Jan-18,,,3.5,4.4,0,0,ACWI,63,19-Jan-18,,,1.65,2.25,0,0
19-Jan-18,,,2.8,3.7,0,0,ACWI,64,19-Jan-18,,,2.2,2.6,0,0
19-Jan-18,,,2.25,2.85,0,0,ACWI,65,19-Jan-18,,,2.55,3,0,0
19-Jan-18,,,1.75,2.4,0,0,ACWI,66,19-Jan-18,,,2.9,3.7,0,0
19-Jan-18,,,1.35,1.85,0,0,ACWI,67,19-Jan-18,,,3.2,4.3,0,0
19-Jan-18,,,0.95,1.45,0,0,ACWI,68,19-Jan-18,,,4,4.9,0,0
19-Jan-18,,,0.5,1.15,0,0,ACWI,69,19-Jan-18,,,4.5,5.5,0,0
19-Jan-18,,,0.4,0.85,0,0,ACWI,70,19-Jan-18,,,5.2,6.3,0,0
16-Jun-17,,,3.3,4.7,0,0,ACWX,42,16-Jun-17,,,,0.5,0,0
16-Jun-17,,,2.3,3.7,0,0,ACWX,43,16-Jun-17,,,,0.35,0,0
16-Jun-17,,,1.35,2.75,0,0,ACWX,44,16-Jun-17,,,,0.55,0,0
16-Jun-17,0.8,,0.4,1.85,0,14,ACWX,45,16-Jun-17,,,,0.5,0,0
16-Jun-17,,,,0.8,0,0,ACWX,46,16-Jun-17,,,,0.85,0,0
16-Jun-17,,,,0.5,0,0,ACWX,47,16-Jun-17,,,0.35,1.6,0,0
21-Jul-17,,,2.2,3.8,0,0,ACWX,43,21-Jul-17,,,,0.75,0,0
21-Jul-17,,,1.25,2.9,0,0,ACWX,44,21-Jul-17,,,,0.9,0,0
21-Jul-17,,,0.4,1.95,0,0,ACWX,45,21-Jul-17,0.83,,,1.1,0,10
21-Jul-17,,,,0.95,0,0,ACWX,46,21-Jul-17,1.28,,0.25,1.8,0,10
21-Jul-17,,,,0.65,0,0,ACWX,47,21-Jul-17,,,1.05,2.55,0,0
15-Sep-17,,,3.1,5,0,0,ACWX,42,15-Sep-17,,,,1.05,0,0
15-Sep-17,,,2.2,4,0,0,ACWX,43,15-Sep-17,,,,1.2,0,0
15-Sep-17,,,1.3,3.1,0,0,ACWX,44,15-Sep-17,,,,1.4,0,0
15-Sep-17,,,0.55,2.25,0,0,ACWX,45,15-Sep-17,,,0.3,1.7,0,0
15-Sep-17,,,0.1,1.45,0,0,ACWX,46,15-Sep-17,,,0.75,2.15,0,0
15-Sep-17,,,,1.05,0,0,ACWX,47,15-Sep-17,,,1.2,2.95,0,0
15-Dec-17,,,3.2,5.4,0,0,ACWX,42,15-Dec-17,0.8,,,1.75,1,0
15-Dec-17,,,2.4,4.6,0,0,ACWX,43,15-Dec-17,,,0.15,1.95,0,0
15-Dec-17,,,1.7,3.9,0,0,ACWX,44,15-Dec-17,,,0.4,2.15,0,0
15-Dec-17,,,1.2,3,0,0,ACWX,45,15-Dec-17,,,0.65,2.5,0,0
15-Dec-17,,,0.6,2.45,0,0,ACWX,46,15-Dec-17,,,1.1,2.9,0,0
15-Dec-17,,,0.15,1.95,0,0,ACWX,47,15-Dec-17,,,1.45,3.7,0,0
16-Jun-17,1.25,,0.95,1.15,0,164,ACXM,25,16-Jun-17,0.3,,0.25,0.4,0,158
21-Jul-17,1.8,,1.3,1.55,0,48,ACXM,25,21-Jul-17,0.65,,0.5,0.65,0,13
18-Aug-17,4,,1.8,2,0,384,ACXM,25,18-Aug-17,1.1,,1,1.2,0,50
17-Nov-17,4.6,,2.35,2.65,0,530,ACXM,25,17-Nov-17,1.7,,1.5,1.85,0,1
16-Jun-17,0.82,0.19,0.15,0.8,20,106,ADAP,5,16-Jun-17,0.75,,,0.7,0,20
21-Jul-17,,,0.3,1.35,0,0,ADAP,5,21-Jul-17,,,,1.05,0,0
15-Sep-17,1.24,,0.35,1.8,0,148,ADAP,5,15-Sep-17,1,,,1.5,0,6
15-Dec-17,1,,0.35,2.45,0,5,ADAP,5,15-Dec-17,,,,2,0,0
16-Jun-17,12.55,0.46,12.5,12.8,10,185,ADBE,130,16-Jun-17,0.1,-0.06,0.07,0.11,42,2019
16-Jun-17,7.82,0.55,7.6,7.9,38,1496,ADBE,135,16-Jun-17,0.26,-0.09,0.25,0.28,370,1579
16-Jun-17,3.49,0.34,3.45,3.6,95,12462,ADBE,140,16-Jun-17,0.98,-0.33,0.95,1.06,218,480
16-Jun-17,0.93,0.06,0.92,0.94,219,925,ADBE,145,16-Jun-17,3.45,-0.5,3.35,3.45,8,184
16-Jun-17,0.16,0.01,0.14,0.16,44,672,ADBE,150,16-Jun-17,,,7.5,7.85,0,0
16-Jun-17,0.04,,,0.06,0,27,ADBE,155,16-Jun-17,,,12.25,13,0,0
21-Jul-17,13.8,0.6,13.55,13.8,21,2260,ADBE,130,21-Jul-17,1.05,-0.06,1,1.04,33,683
21-Jul-17,9.67,0.52,9.55,9.7,12,1526,ADBE,135,21-Jul-17,1.92,-0.2,1.81,1.93,37,1242
21-Jul-17,6.12,0.27,6.05,6.2,85,3028,ADBE,140,21-Jul-17,3.4,-0.3,3.35,3.5,33,433
21-Jul-17,3.51,0.16,3.45,3.55,102,1253,ADBE,145,21-Jul-17,5.72,-0.39,5.75,5.85,15,124
21-Jul-17,1.8,0.1,1.68,1.8,43,463,ADBE,150,21-Jul-17,9,-0.5,9.05,9.2,2,50
21-Jul-17,0.8,-0.12,0.78,0.86,65,233,ADBE,155,21-Jul-17,13.3,,13.05,13.35,0,10
20-Oct-17,16.32,0.53,16.15,16.4,14,760,ADBE,130,20-Oct-17,3.25,,3,3.15,0,307
20-Oct-17,12.65,0.48,12.5,12.7,11,2709,ADBE,135,20-Oct-17,4.4,-0.27,4.35,4.45,4,289
20-Oct-17,9.44,0.39,9.3,9.5,18,633,ADBE,140,20-Oct-17,6.25,-0.16,6.15,6.25,8,287
20-Oct-17,6.8,0.27,6.7,6.85,364,1849,ADBE,145,20-Oct-17,8.9,,8.5,8.6,0,1103
20-Oct-17,4.6,0.17,4.6,4.7,3,331,ADBE,150,20-Oct-17,11.58,-0.17,11.4,11.5,5,12
20-Oct-17,3.1,,3,3.1,3,317,ADBE,155,20-Oct-17,18,,14.85,14.95,0,3
19-Jan-18,18.25,,18.6,18.8,0,445,ADBE,130,19-Jan-18,5.08,-0.17,5.1,5.15,29,2644
19-Jan-18,14.87,,15.2,15.35,0,1295,ADBE,135,19-Jan-18,6.65,-0.15,6.6,6.7,9,306
19-Jan-18,12.17,0.06,12.15,12.3,7,1542,ADBE,140,19-Jan-18,8.6,-0.2,8.5,8.65,4,173
19-Jan-18,9.55,0.3,9.5,9.65,12,1102,ADBE,145,19-Jan-18,10.6,,10.8,10.95,0,800
19-Jan-18,7.25,0.1,7.2,7.35,66,319,ADBE,150,19-Jan-18,13.25,,13.55,13.7,0,174
19-Jan-18,5.4,0.15,5.35,5.6,10,1191,ADBE,155,19-Jan-18,16.8,-0.3,16.7,16.85,26,299
18-Jan-19,25.72,,24.8,26.5,0,103,ADBE,130,18-Jan-19,10.55,,10.35,10.8,0,99
18-Jan-19,23,,22.55,23.3,0,63,ADBE,135,18-Jan-19,12.7,,12.25,12.7,0,107
18-Jan-19,20,0.3,19.75,20.45,5,132,ADBE,140,18-Jan-19,14.6,-0.25,14.35,14.8,2,99
18-Jan-19,17.7,,17.3,17.85,0,86,ADBE,145,18-Jan-19,16.95,,16.6,17.1,0,60
18-Jan-19,15.13,,14.8,15.45,0,98,ADBE,150,18-Jan-19,21.77,,19.1,19.85,0,39
18-Jan-19,12.7,,12.7,13.25,0,28,ADBE,155,18-Jan-19,30.05,,21.95,22.65,0,2
16-Jun-17,7.85,2.1,7.5,8,99,3738,ADI,77.5,16-Jun-17,0.39,-0.51,0.35,0.45,1837,6782
16-Jun-17,5.3,1.2,5.3,5.7,1710,7202,ADI,80,16-Jun-17,0.85,-0.82,0.75,0.95,3383,3413
16-Jun-17,3.7,1.04,3.5,3.8,1200,6138,ADI,82.5,16-Jun-17,1.59,-1.17,1.5,1.7,601,410
16-Jun-17,2.3,0.65,2.3,2.35,2831,4883,ADI,85,16-Jun-17,2.72,-1.7,2.65,2.9,485,24
16-Jun-17,1.35,0.44,1.2,1.4,993,442,ADI,87.5,16-Jun-17,4.28,-2.5,4.2,4.5,423,1
16-Jun-17,0.65,0.25,0.6,0.65,2191,269,ADI,90,16-Jun-17,6.29,,5.8,6.4,18,0
16-Jun-17,0.4,0.15,0.35,0.45,772,147,ADI,92.5,16-Jun-17,9.4,,8,8.6,65,0
21-Jul-17,7.95,1.45,7.8,8.5,30,47,ADI,77.5,21-Jul-17,0.95,-1.05,0.8,1.05,113,164
21-Jul-17,6.2,1.2,5.9,6.3,110,215,ADI,80,21-Jul-17,1.75,-0.77,1.45,1.75,13,369
21-Jul-17,4.7,1,4.3,4.7,163,763,ADI,82.5,21-Jul-17,2.51,-1.19,2.35,2.7,32,137
21-Jul-17,3.2,0.65,3,3.2,2626,5186,ADI,85,21-Jul-17,3.53,-1.57,3.4,3.8,38,15
21-Jul-17,2.09,0.44,1.9,2.15,156,187,ADI,87.5,21-Jul-17,,,4.8,5.2,0,0
21-Jul-17,1.4,0.39,1.2,1.55,6157,233,ADI,90,21-Jul-17,6.9,,6.5,7,7,0
18-Aug-17,,,,0.1,0,0,ADI1,80,18-Aug-17,,,12.3,16.8,0,0
18-Aug-17,,,,0.1,0,0,ADI1,85,18-Aug-17,,,17,21.9,0,0
18-Aug-17,,,,0.1,0,0,ADI1,90,18-Aug-17,,,23.9,25,0,0
15-Sep-17,9,2.4,8.8,9.4,4,61,ADI,77.5,15-Sep-17,2.3,-1.8,1.95,2.2,12,85
15-Sep-17,7.5,1.35,7,7.6,54,532,ADI,80,15-Sep-17,2.99,-2.01,2.65,3,23,78
15-Sep-17,5.86,1.03,5.5,6,52,234,ADI,82.5,15-Sep-17,4.3,-4.4,3.6,4.1,5,32
15-Sep-17,4.55,0.91,4.2,4.6,93,124,ADI,85,15-Sep-17,5.4,-1.1,4.7,5.3,1,7
15-Sep-17,3.4,0.7,3,3.5,297,331,ADI,87.5,15-Sep-17,9.7,,6.1,6.6,0,10
15-Sep-17,2.45,0.5,2.25,2.55,42,1316,ADI,90,15-Sep-17,12.1,,7.7,8.2,0,0
15-Sep-17,1.75,0.24,1.55,1.9,89,2391,ADI,92.5,15-Sep-17,14.3,,9.5,10.1,0,0
15-Dec-17,7,,10.2,10.7,0,136,ADI,77.5,15-Dec-17,5.4,,3.4,3.8,0,1
15-Dec-17,8.9,1.3,8.5,9.1,12,91,ADI,80,15-Dec-17,5.63,,4.2,4.7,0,1
15-Dec-17,6.34,,7.1,7.6,0,108,ADI,82.5,15-Dec-17,8.5,,5.2,5.7,0,10
15-Dec-17,5.94,0.84,5.8,6.3,27,38,ADI,85,15-Dec-17,,,6.3,6.9,0,0
15-Dec-17,4.3,,4.7,5.1,0,19,ADI,87.5,15-Dec-17,,,7.7,8.2,0,0
15-Dec-17,3.82,0.42,3.7,4.1,18,329,ADI,90,15-Dec-17,11.7,,9.2,9.8,0,17
